Epoch,Loss
0,6697.534601502
1,6694.713858354148
2,6691.959190942903
3,6689.175580003832
4,6686.37385216108
5,6683.582988545164
6,6680.908055327438
7,6678.267468020464
8,6675.717390933627
9,6673.170483354547
10,6670.630291594617
11,6668.046688797774
12,6665.531384832961
13,6663.013464150045
14,6660.480573726291
15,6657.97445851138
16,6655.4860997971255
17,6652.975812497524
18,6650.437528830596
19,6647.93141760865
20,6645.410940258497
21,6643.015925915849
22,6640.74848142321
23,6638.481259671718
24,6636.178094303326
25,6633.893884613028
26,6631.660777624699
27,6629.502223279954
28,6627.359382021423
29,6625.280099339655
30,6623.225464601118
31,6621.174667668948
32,6619.129581691227
33,6617.073804996313
34,6615.000591369194
35,6612.96726640188
36,6611.065166963915
37,6609.268663714547
38,6607.5043587404925
39,6605.7704693377245
40,6604.032673248881
41,6602.32988339619
42,6600.626667486785
43,6598.969829223083
44,6597.378241990969
45,6595.819603785256
46,6594.273268197921
47,6592.721271711651
48,6591.1660040612815
49,6589.660685272703
50,6588.190982414217
51,6586.723157205387
52,6585.24146885684
53,6583.75404539696
54,6582.252488381019
55,6580.823575303029
56,6579.4043319401335
57,6577.97936167569
58,6576.555210507511
59,6575.144910410524
60,6573.749276763819
61,6572.395558661868
62,6571.053395785989
63,6569.740122354236
64,6568.4149288683075
65,6567.07077493174
66,6565.724927354689
67,6564.510934022942
68,6563.306784232135
69,6562.100924670492
70,6560.918523748203
71,6559.775827828597
72,6558.684972766774
73,6557.615901813169
74,6556.53405743364
75,6555.478914463342
76,6554.4179662714505
77,6553.353354186383
78,6552.378749697259
79,6551.4099934012565
80,6550.551007868694
81,6549.723116646127
82,6548.882755302346
83,6548.0704430785845
84,6547.311058234142
85,6546.5886137133
86,6545.907998050294
87,6545.238315476719
88,6544.59285129349
89,6543.970986580531
90,6543.357098124928
91,6542.729234146081
92,6542.105507927799
93,6541.490726359827
94,6540.888347577082
95,6540.322459305252
96,6539.743947583295
97,6539.149206092547
98,6538.538448034221
99,6537.93133564396
100,6537.31607940262
101,6536.69277499225
102,6536.08427132559
103,6535.451357641123
104,6534.82660058509
105,6534.175112104003
106,6533.5116116695735
107,6532.815478213098
108,6532.1349378540135
109,6531.508941054157
110,6530.8661368967305
111,6530.20069278303
112,6529.576086057226
113,6528.947842813829
114,6528.269643055129
115,6527.552509880749
116,6526.804841759605
117,6526.0629221696545
118,6525.395475865237
119,6524.767320252036
120,6524.166355334813
121,6523.665754865395
122,6523.144303824302
123,6522.633757303582
124,6522.140452034464
125,6521.646214294314
126,6521.140719033901
127,6520.641404242694
128,6520.159856910099
129,6519.665451493997
130,6519.167506359774
131,6518.664476892377
132,6518.157734880149
133,6517.643025396483
134,6517.106500584741
135,6516.557594540094
136,6515.973395766141
137,6515.361935068475
138,6514.748432622879
139,6514.296194200787
140,6513.868634404044
141,6513.429873181401
142,6512.997291125767
143,6512.545946541268
144,6512.10153349511
145,6511.642217985433
146,6511.164540467869
147,6510.676548162502
148,6510.161918654296
149,6509.684745159764
150,6509.216672737415
