Epoch,Loss
0,0.250930517911911
1,0.21239569783210754
2,0.1773970127105713
3,0.14593416452407837
4,0.11798927932977676
5,0.09351936727762222
6,0.07245299220085144
7,0.05468835309147835
8,0.04009097442030907
9,0.028490612283349037
10,0.01967851258814335
11,0.013405898585915565
12,0.009384559467434883
13,0.007290480192750692
14,0.006771128159016371
15,0.007456743624061346
16,0.008975435048341751
17,0.010971086099743843
18,0.013122105039656162
19,0.015158237889409065
20,0.016872506588697433
21,0.01812647469341755
22,0.018848661333322525
23,0.019027361646294594
24,0.018699727952480316
25,0.017939116805791855
26,0.01684214547276497
27,0.01551668532192707
28,0.014071499928832054
29,0.012607843615114689
30,0.01121322251856327
31,0.00995722133666277
32,0.008889345452189445
33,0.008038599044084549
34,0.007414563093334436
35,0.007009688764810562
36,0.006802461110055447
37,0.006761112250387669
38,0.006847540382295847
39,0.007021122612059116
40,0.007242159452289343
41,0.0074747484177351
42,0.007688922341912985
43,0.007862020283937454
44,0.007979275658726692
45,0.008033680729568005
46,0.008025280199944973
47,0.007959985174238682
48,0.007848110981285572
49,0.0077027627266943455
50,0.00753826042637229
51,0.007368673570454121
52,0.007206609472632408
53,0.00706229405477643
54,0.0069430130533874035
55,0.006852863356471062
56,0.006792852189391851
57,0.006761242635548115
58,0.006754111498594284
59,0.006766036152839661
60,0.006790822371840477
61,0.0068222046829760075
62,0.006854445673525333
63,0.00688281562179327
64,0.006903885863721371
65,0.0069156549870967865
66,0.006917513441294432
67,0.006910074036568403
68,0.006894899066537619
69,0.006874176673591137
70,0.0068503799848258495
71,0.006825953722000122
72,0.0068030524998903275
73,0.006783351302146912
74,0.006767943501472473
75,0.006757313385605812
76,0.006751376204192638
77,0.006749583408236504
78,0.006751057226210833
79,0.006754730828106403
80,0.006759511772543192
81,0.0067643881775438786
82,0.006768540013581514
83,0.006771392188966274
84,0.006772635038942099
85,0.00677221966907382
86,0.006770309526473284
87,0.006767234764993191
88,0.006763416342437267
89,0.006759301759302616
90,0.006755308713763952
91,0.006751772947609425
92,0.006748934742063284
93,0.006746907252818346
94,0.006745697930455208
95,0.006745212711393833
96,0.006745299324393272
97,0.006745757069438696
98,0.006746386643499136
99,0.006746998056769371
100,0.006747447419911623
101,0.0067476388067007065
102,0.006747528910636902
103,0.006747122388333082
104,0.006746466271579266
105,0.006745632737874985
106,0.006744708865880966
107,0.006743776146322489
108,0.006742910016328096
109,0.006742161698639393
110,0.006741560995578766
111,0.006741111632436514
112,0.006740799639374018
113,0.006740596145391464
114,0.006740461569279432
115,0.00674035819247365
116,0.006740246433764696
117,0.006740102544426918
118,0.006739904638379812
119,0.006739648524671793
120,0.006739335600286722
121,0.00673897797241807
122,0.0067385900765657425
123,0.0067381905391812325
124,0.006737795192748308
125,0.006737416610121727
126,0.006737064570188522
127,0.00673674326390028
128,0.006736448034644127
129,0.006736177019774914
130,0.0067359223030507565
131,0.006735674105584621
132,0.006735427305102348
133,0.006735172122716904
134,0.006734908092767
135,0.006734631489962339
136,0.006734343711286783
137,0.006734044756740332
138,0.006733740214258432
139,0.006733431946486235
140,0.0067331246100366116
141,0.006732820067554712
142,0.006732520181685686
143,0.0067322272807359695
144,0.006731940433382988
145,0.006731655914336443
146,0.006731375120580196
147,0.00673109432682395
148,0.006730813533067703
149,0.006730529945343733
150,0.006730244494974613
151,0.006729956716299057
152,0.006729662884026766
153,0.006729369983077049
154,0.006729075685143471
155,0.006728779524564743
156,0.00672848429530859
157,0.006728189066052437
158,0.00672789616510272
159,0.006727603264153004
160,0.006727310828864574
161,0.0067270188592374325
162,0.006726727355271578
163,0.006726435851305723
164,0.006726142950356007
165,0.00672585004940629
166,0.006725554820150137
167,0.006725259590893984
168,0.006724964827299118
169,0.006724668201059103
170,0.006724370643496513
171,0.006724074017256498
172,0.006723776459693909
173,0.006723480299115181
174,0.006723183672875166
175,0.006722884252667427
176,0.006722588557749987
177,0.006722292397171259
178,0.006721993908286095
179,0.006721695885062218
180,0.006721398793160915
181,0.006721098907291889
182,0.006720799952745438
183,0.006720500998198986
184,0.0067202020436525345
185,0.006719902157783508
186,0.006719602271914482
187,0.006719302386045456
188,0.00671900250017643
189,0.006718702148646116
190,0.0067184013314545155
191,0.006718102376908064
192,0.006717800162732601
193,0.006717499345541
194,0.006717198062688112
195,0.006716897711157799
196,0.006716596428304911
197,0.006716294214129448
198,0.006715991999953985
199,0.0067156897857785225
200,0.006715388502925634
201,0.006715085823088884
202,0.006714783608913422
203,0.0067144823260605335
204,0.006714180111885071
205,0.006713877897709608
206,0.006713574752211571
207,0.006713272072374821
208,0.006712969392538071
209,0.006712666247040033
210,0.006712363567203283
211,0.006712060421705246
212,0.006711757741868496
213,0.006711454130709171
214,0.006711150985211134
215,0.006710848305374384
216,0.006710543762892485
217,0.006710241083055735
218,0.00670993747189641
219,0.006709633860737085
220,0.006709330715239048
221,0.006709028035402298
222,0.006708723492920399
223,0.006708419881761074
224,0.006708116736263037
225,0.006707812659442425
226,0.0067075095139443874
227,0.006707205902785063
228,0.006706902291625738
229,0.006706599611788988
230,0.006706295069307089
231,0.006705991458147764
232,0.0067056878469884396
233,0.006705384701490402
234,0.006705081090331078
235,0.0067047784104943275
236,0.006704474799335003
