"Points:0","Points:1","Points:2","U_new:0","U_new:1","U_new:2","f"
2.1965,1.3952,0.0051962,1.156,-4.32,0,2.216e-10
2.1907,1.3936,0.0051962,1.156,-4.32,0,2.216e-10
2.1878,1.3929,1.1011e-17,1.156,-4.32,0,2.216e-10
2.1907,1.3936,-0.0051962,1.156,-4.32,0,2.216e-10
2.1965,1.3952,-0.0051962,1.156,-4.32,0,2.216e-10
2.1629,1.5208,-0.0051962,1.156,-4.32,0,2.216e-10
2.1571,1.5192,-0.0051962,1.156,-4.32,0,2.216e-10
2.1542,1.5184,1.3177e-18,1.156,-4.32,0,2.216e-10
2.1571,1.5192,0.0051962,1.156,-4.32,0,2.216e-10
2.1629,1.5208,0.0051962,1.156,-4.32,0,2.216e-10
2.1658,1.5216,-5.8287e-19,1.156,-4.32,0,2.216e-10
2.2117,1.3268,1.4914e-17,1.156,-4.32,0,2.216e-10
2.1743,1.3892,1.1637e-17,1.156,-4.32,0,2.216e-10
2.1839,1.3918,-0.017321,1.156,-4.32,0,2.216e-10
2.2033,1.397,-0.017321,1.156,-4.32,0,2.216e-10
2.2129,1.3996,5.3016e-18,1.156,-4.32,0,2.216e-10
2.2033,1.397,0.017321,1.156,-4.32,0,2.216e-10
2.1839,1.3918,0.017321,1.156,-4.32,0,2.216e-10
2.5154,1.3948,9.3222e-18,1.156,-4.96,0,-2.5582e-08
2.4858,1.5214,-5.7553e-19,1.156,-4.96,0,-2.5582e-08
2.5124,1.3941,0.0051962,1.156,-4.96,0,-2.5582e-08
2.4829,1.5207,0.0051962,1.156,-4.96,0,-2.5582e-08
2.5066,1.3927,0.0051962,1.156,-4.96,0,-2.5582e-08
2.4771,1.5193,0.0051962,1.156,-4.96,0,-2.5582e-08
2.5037,1.392,1.1208e-17,1.156,-4.96,0,-2.5582e-08
2.4742,1.5186,1.3103e-18,1.156,-4.96,0,-2.5582e-08
2.5066,1.3927,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.4771,1.5193,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.5124,1.3941,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.4829,1.5207,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.5154,1.3948,9.3222e-18,1.156,-4.96,0,-2.5582e-08
2.5124,1.3941,0.0051962,1.156,-4.96,0,-2.5582e-08
2.5066,1.3927,0.0051962,1.156,-4.96,0,-2.5582e-08
2.5037,1.392,1.1208e-17,1.156,-4.96,0,-2.5582e-08
2.5066,1.3927,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.5124,1.3941,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.4829,1.5207,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.4771,1.5193,-0.0051962,1.156,-4.96,0,-2.5582e-08
2.4742,1.5186,1.3103e-18,1.156,-4.96,0,-2.5582e-08
2.4771,1.5193,0.0051962,1.156,-4.96,0,-2.5582e-08
2.4829,1.5207,0.0051962,1.156,-4.96,0,-2.5582e-08
2.4858,1.5214,-5.7553e-19,1.156,-4.96,0,-2.5582e-08
2.5254,1.3252,1.5227e-17,1.156,-4.96,0,-2.5582e-08
2.49,1.3889,1.1816e-17,1.156,-4.96,0,-2.5582e-08
2.4998,1.3911,-0.017321,1.156,-4.96,0,-2.5582e-08
2.5192,1.3957,-0.017321,1.156,-4.96,0,-2.5582e-08
2.529,1.3979,5.53e-18,1.156,-4.96,0,-2.5582e-08
2.5192,1.3957,0.017321,1.156,-4.96,0,-2.5582e-08
2.4998,1.3911,0.017321,1.156,-4.96,0,-2.5582e-08
2.8322,1.3939,9.4856e-18,1.156,-5.6,0,-1.7086e-09
2.8059,1.5212,-5.6968e-19,1.156,-5.6,0,-1.7086e-09
2.8292,1.3933,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8029,1.5206,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8233,1.3921,0.0051962,1.156,-5.6,0,-1.7086e-09
2.7971,1.5194,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8204,1.3915,1.136e-17,1.156,-5.6,0,-1.7086e-09
2.7941,1.5188,1.3045e-18,1.156,-5.6,0,-1.7086e-09
2.8233,1.3921,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.7971,1.5194,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.8292,1.3933,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.8029,1.5206,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.8322,1.3939,9.4856e-18,1.156,-5.6,0,-1.7086e-09
2.8292,1.3933,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8233,1.3921,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8204,1.3915,1.136e-17,1.156,-5.6,0,-1.7086e-09
2.8233,1.3921,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.8292,1.3933,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.8029,1.5206,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.7971,1.5194,-0.0051962,1.156,-5.6,0,-1.7086e-09
2.7941,1.5188,1.3045e-18,1.156,-5.6,0,-1.7086e-09
2.7971,1.5194,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8029,1.5206,0.0051962,1.156,-5.6,0,-1.7086e-09
2.8059,1.5212,-5.6968e-19,1.156,-5.6,0,-1.7086e-09
2.8404,1.3241,1.547e-17,1.156,-5.6,0,-1.7086e-09
2.8067,1.3886,1.1954e-17,1.156,-5.6,0,-1.7086e-09
2.8165,1.3907,-0.017321,1.156,-5.6,0,-1.7086e-09
2.8361,1.3947,-0.017321,1.156,-5.6,0,-1.7086e-09
2.8459,1.3967,5.7071e-18,1.156,-5.6,0,-1.7086e-09
2.8361,1.3947,0.017321,1.156,-5.6,0,-1.7086e-09
2.8165,1.3907,0.017321,1.156,-5.6,0,-1.7086e-09
3.1496,1.3933,9.6157e-18,1.156,-6.24,0,2.0509e-06
3.1259,1.5211,-5.6492e-19,1.156,-6.24,0,2.0509e-06
3.1466,1.3927,0.0051962,1.156,-6.24,0,2.0509e-06
3.1229,1.5205,0.0051962,1.156,-6.24,0,2.0509e-06
3.1407,1.3916,0.0051962,1.156,-6.24,0,2.0509e-06
3.1171,1.5195,0.0051962,1.156,-6.24,0,2.0509e-06
3.1378,1.3911,1.148e-17,1.156,-6.24,0,2.0509e-06
3.1141,1.5189,1.2997e-18,1.156,-6.24,0,2.0509e-06
3.1407,1.3916,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1171,1.5195,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1466,1.3927,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1229,1.5205,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1496,1.3933,9.6157e-18,1.156,-6.24,0,2.0509e-06
3.1466,1.3927,0.0051962,1.156,-6.24,0,2.0509e-06
3.1407,1.3916,0.0051962,1.156,-6.24,0,2.0509e-06
3.1378,1.3911,1.148e-17,1.156,-6.24,0,2.0509e-06
3.1407,1.3916,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1466,1.3927,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1229,1.5205,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1171,1.5195,-0.0051962,1.156,-6.24,0,2.0509e-06
3.1141,1.5189,1.2997e-18,1.156,-6.24,0,2.0509e-06
3.1171,1.5195,0.0051962,1.156,-6.24,0,2.0509e-06
3.1229,1.5205,0.0051962,1.156,-6.24,0,2.0509e-06
3.1259,1.5211,-5.6492e-19,1.156,-6.24,0,2.0509e-06
3.1564,1.3233,1.5662e-17,1.156,-6.24,0,2.0509e-06
3.124,1.3885,1.2064e-17,1.156,-6.24,0,2.0509e-06
3.1338,1.3904,-0.017321,1.156,-6.24,0,2.0509e-06
3.1535,1.394,-0.017321,1.156,-6.24,0,2.0509e-06
3.1633,1.3958,5.8483e-18,1.156,-6.24,0,2.0509e-06
3.1535,1.394,0.017321,1.156,-6.24,0,2.0509e-06
3.1338,1.3904,0.017321,1.156,-6.24,0,2.0509e-06
3.4675,1.3928,9.7216e-18,1.156,-6.88,0,1.1651e-07
3.4459,1.521,-5.6097e-19,1.156,-6.88,0,1.1651e-07
3.4645,1.3923,0.0051962,1.156,-6.88,0,1.1651e-07
3.443,1.5205,0.0051962,1.156,-6.88,0,1.1651e-07
3.4586,1.3913,0.0051962,1.156,-6.88,0,1.1651e-07
3.437,1.5195,0.0051962,1.156,-6.88,0,1.1651e-07
3.4556,1.3908,1.1578e-17,1.156,-6.88,0,1.1651e-07
3.4341,1.519,1.2958e-18,1.156,-6.88,0,1.1651e-07
3.4586,1.3913,-0.0051962,1.156,-6.88,0,1.1651e-07
3.437,1.5195,-0.0051962,1.156,-6.88,0,1.1651e-07
3.4645,1.3923,-0.0051962,1.156,-6.88,0,1.1651e-07
3.443,1.5205,-0.0051962,1.156,-6.88,0,1.1651e-07
3.4675,1.3928,9.7216e-18,1.156,-6.88,0,1.1651e-07
3.4645,1.3923,0.0051962,1.156,-6.88,0,1.1651e-07
3.4586,1.3913,0.0051962,1.156,-6.88,0,1.1651e-07
3.4556,1.3908,1.1578e-17,1.156,-6.88,0,1.1651e-07
3.4586,1.3913,-0.0051962,1.156,-6.88,0,1.1651e-07
3.4645,1.3923,-0.0051962,1.156,-6.88,0,1.1651e-07
3.443,1.5205,-0.0051962,1.156,-6.88,0,1.1651e-07
3.437,1.5195,-0.0051962,1.156,-6.88,0,1.1651e-07
3.4341,1.519,1.2958e-18,1.156,-6.88,0,1.1651e-07
3.437,1.5195,0.0051962,1.156,-6.88,0,1.1651e-07
3.443,1.5205,0.0051962,1.156,-6.88,0,1.1651e-07
3.4459,1.521,-5.6097e-19,1.156,-6.88,0,1.1651e-07
3.4731,1.3228,1.5819e-17,1.156,-6.88,0,1.1651e-07
3.4418,1.3885,1.2152e-17,1.156,-6.88,0,1.1651e-07
3.4517,1.3901,-0.017321,1.156,-6.88,0,1.1651e-07
3.4714,1.3935,-0.017321,1.156,-6.88,0,1.1651e-07
3.4813,1.3951,5.9633e-18,1.156,-6.88,0,1.1651e-07
3.4714,1.3935,0.017321,1.156,-6.88,0,1.1651e-07
3.4517,1.3901,0.017321,1.156,-6.88,0,1.1651e-07
3.7857,1.3924,9.8093e-18,1.156,-7.52,0,-6.3563e-08
3.7659,1.5209,-5.5765e-19,1.156,-7.52,0,-6.3563e-08
3.7827,1.392,0.0051962,1.156,-7.52,0,-6.3563e-08
3.763,1.5205,0.0051962,1.156,-7.52,0,-6.3563e-08
3.7768,1.3911,0.0051962,1.156,-7.52,0,-6.3563e-08
3.757,1.5195,0.0051962,1.156,-7.52,0,-6.3563e-08
3.7738,1.3906,1.1659e-17,1.156,-7.52,0,-6.3563e-08
3.7541,1.5191,1.2924e-18,1.156,-7.52,0,-6.3563e-08
3.7768,1.3911,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.757,1.5195,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.7827,1.392,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.763,1.5205,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.7857,1.3924,9.8093e-18,1.156,-7.52,0,-6.3563e-08
3.7827,1.392,0.0051962,1.156,-7.52,0,-6.3563e-08
3.7768,1.3911,0.0051962,1.156,-7.52,0,-6.3563e-08
3.7738,1.3906,1.1659e-17,1.156,-7.52,0,-6.3563e-08
3.7768,1.3911,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.7827,1.392,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.763,1.5205,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.757,1.5195,-0.0051962,1.156,-7.52,0,-6.3563e-08
3.7541,1.5191,1.2924e-18,1.156,-7.52,0,-6.3563e-08
3.757,1.5195,0.0051962,1.156,-7.52,0,-6.3563e-08
3.763,1.5205,0.0051962,1.156,-7.52,0,-6.3563e-08
3.7659,1.5209,-5.5765e-19,1.156,-7.52,0,-6.3563e-08
3.7904,1.3223,1.5949e-17,1.156,-7.52,0,-6.3563e-08
3.76,1.3885,1.2226e-17,1.156,-7.52,0,-6.3563e-08
3.7699,1.39,-0.017321,1.156,-7.52,0,-6.3563e-08
3.7896,1.393,-0.017321,1.156,-7.52,0,-6.3563e-08
3.7995,1.3945,6.0589e-18,1.156,-7.52,0,-6.3563e-08
3.7896,1.393,0.017321,1.156,-7.52,0,-6.3563e-08
3.7699,1.39,0.017321,1.156,-7.52,0,-6.3563e-08
0.096167,1.5123,5.4136e-18,0.8,-0.8,0,-6.3264e-32
0.0042426,1.6042,-6.7886e-19,0.8,-0.8,0,-6.3264e-32
0.094045,1.5102,0.0051962,0.8,-0.8,0,-6.3264e-32
0.0021213,1.6021,0.0051962,0.8,-0.8,0,-6.3264e-32
0.089803,1.506,0.0051962,0.8,-0.8,0,-6.3264e-32
-0.0021213,1.5979,0.0051962,0.8,-0.8,0,-6.3264e-32
0.087681,1.5038,7.5061e-18,0.8,-0.8,0,-6.3264e-32
-0.0042426,1.5958,1.4136e-18,0.8,-0.8,0,-6.3264e-32
0.089803,1.506,-0.0051962,0.8,-0.8,0,-6.3264e-32
-0.0021213,1.5979,-0.0051962,0.8,-0.8,0,-6.3264e-32
0.094045,1.5102,-0.0051962,0.8,-0.8,0,-6.3264e-32
0.0021213,1.6021,-0.0051962,0.8,-0.8,0,-6.3264e-32
0.096167,1.5123,5.4136e-18,0.8,-0.8,0,-6.3264e-32
0.094045,1.5102,0.0051962,0.8,-0.8,0,-6.3264e-32
0.089803,1.506,0.0051962,0.8,-0.8,0,-6.3264e-32
0.087681,1.5038,7.5061e-18,0.8,-0.8,0,-6.3264e-32
0.089803,1.506,-0.0051962,0.8,-0.8,0,-6.3264e-32
0.094045,1.5102,-0.0051962,0.8,-0.8,0,-6.3264e-32
0.0021213,1.6021,-0.0051962,0.8,-0.8,0,-6.3264e-32
-0.0021213,1.5979,-0.0051962,0.8,-0.8,0,-6.3264e-32
-0.0042426,1.5958,1.4136e-18,0.8,-0.8,0,-6.3264e-32
-0.0021213,1.5979,0.0051962,0.8,-0.8,0,-6.3264e-32
0.0021213,1.6021,0.0051962,0.8,-0.8,0,-6.3264e-32
0.0042426,1.6042,-6.7886e-19,0.8,-0.8,0,-6.3264e-32
0.14142,1.4586,9.373e-18,0.8,-0.8,0,-6.3264e-32
0.077782,1.4939,8.3553e-18,0.8,-0.8,0,-6.3264e-32
0.084853,1.501,-0.017321,0.8,-0.8,0,-6.3264e-32
0.098995,1.5151,-0.017321,0.8,-0.8,0,-6.3264e-32
0.10607,1.5222,1.3803e-18,0.8,-0.8,0,-6.3264e-32
0.098995,1.5151,0.017321,0.8,-0.8,0,-6.3264e-32
0.084853,1.501,0.017321,0.8,-0.8,0,-6.3264e-32
0.43897,1.5473,2.9407e-18,1.2808,-0.64,0,8.1803e-22
0.32268,1.6054,-7.1515e-19,1.2808,-0.64,0,8.1803e-22
0.43763,1.5446,0.0051962,1.2808,-0.64,0,8.1803e-22
0.32134,1.6027,0.0051962,1.2808,-0.64,0,8.1803e-22
0.43495,1.5392,0.0051962,1.2808,-0.64,0,8.1803e-22
0.31866,1.5973,0.0051962,1.2808,-0.64,0,8.1803e-22
0.43361,1.5365,5.1058e-18,1.2808,-0.64,0,8.1803e-22
0.31732,1.5946,1.4499e-18,1.2808,-0.64,0,8.1803e-22
0.43495,1.5392,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.31866,1.5973,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.43763,1.5446,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.32134,1.6027,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.43897,1.5473,2.9407e-18,1.2808,-0.64,0,8.1803e-22
0.43763,1.5446,0.0051962,1.2808,-0.64,0,8.1803e-22
0.43495,1.5392,0.0051962,1.2808,-0.64,0,8.1803e-22
0.43361,1.5365,5.1058e-18,1.2808,-0.64,0,8.1803e-22
0.43495,1.5392,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.43763,1.5446,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.32134,1.6027,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.31866,1.5973,-0.0051962,1.2808,-0.64,0,8.1803e-22
0.31732,1.5946,1.4499e-18,1.2808,-0.64,0,8.1803e-22
0.31866,1.5973,0.0051962,1.2808,-0.64,0,8.1803e-22
0.32134,1.6027,0.0051962,1.2808,-0.64,0,8.1803e-22
0.32268,1.6054,-7.1515e-19,1.2808,-0.64,0,8.1803e-22
0.49891,1.5106,5.6243e-18,1.2808,-0.64,0,8.1803e-22
0.42735,1.524,6.0397e-18,1.2808,-0.64,0,8.1803e-22
0.43182,1.5329,-0.017321,1.2808,-0.64,0,8.1803e-22
0.44076,1.5508,-0.017321,1.2808,-0.64,0,8.1803e-22
0.44523,1.5598,-1.1773e-18,1.2808,-0.64,0,8.1803e-22
0.44076,1.5508,0.017321,1.2808,-0.64,0,8.1803e-22
0.43182,1.5329,0.017321,1.2808,-0.64,0,8.1803e-22
0.73619,1.5123,5.4113e-18,1.2808,-1.28,0,-2.1583e-18
0.64424,1.6042,-6.789e-19,1.2808,-1.28,0,-2.1583e-18
0.73407,1.5102,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.64212,1.6021,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.72983,1.506,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.63788,1.5979,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.72771,1.5039,7.5039e-18,1.2808,-1.28,0,-2.1583e-18
0.63576,1.5958,1.4137e-18,1.2808,-1.28,0,-2.1583e-18
0.72983,1.506,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.63788,1.5979,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.73407,1.5102,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.64212,1.6021,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.73619,1.5123,5.4113e-18,1.2808,-1.28,0,-2.1583e-18
0.73407,1.5102,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.72983,1.506,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.72771,1.5039,7.5039e-18,1.2808,-1.28,0,-2.1583e-18
0.72983,1.506,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.73407,1.5102,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.64212,1.6021,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.63788,1.5979,-0.0051962,1.2808,-1.28,0,-2.1583e-18
0.63576,1.5958,1.4137e-18,1.2808,-1.28,0,-2.1583e-18
0.63788,1.5979,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.64212,1.6021,0.0051962,1.2808,-1.28,0,-2.1583e-18
0.64424,1.6042,-6.789e-19,1.2808,-1.28,0,-2.1583e-18
0.78147,1.4586,9.3695e-18,1.2808,-1.28,0,-2.1583e-18
0.71781,1.494,8.3532e-18,1.2808,-1.28,0,-2.1583e-18
0.72488,1.501,-0.017321,1.2808,-1.28,0,-2.1583e-18
0.73902,1.5152,-0.017321,1.2808,-1.28,0,-2.1583e-18
0.74609,1.5223,1.3779e-18,1.2808,-1.28,0,-2.1583e-18
0.73902,1.5152,0.017321,1.2808,-1.28,0,-2.1583e-18
0.72488,1.501,0.017321,1.2808,-1.28,0,-2.1583e-18
1.0371,1.4952,6.8623e-18,1.2808,-1.92,0,9.2738e-16
0.96499,1.6033,-6.4789e-19,1.2808,-1.92,0,9.2738e-16
1.0346,1.4935,0.0051962,1.2808,-1.92,0,9.2738e-16
0.9625,1.6017,0.0051962,1.2808,-1.92,0,9.2738e-16
1.0296,1.4902,0.0051962,1.2808,-1.92,0,9.2738e-16
0.9575,1.5983,0.0051962,1.2808,-1.92,0,9.2738e-16
1.0272,1.4885,8.8928e-18,1.2808,-1.92,0,9.2738e-16
0.95501,1.5967,1.3827e-18,1.2808,-1.92,0,9.2738e-16
1.0296,1.4902,-0.0051962,1.2808,-1.92,0,9.2738e-16
0.9575,1.5983,-0.0051962,1.2808,-1.92,0,9.2738e-16
1.0346,1.4935,-0.0051962,1.2808,-1.92,0,9.2738e-16
0.9625,1.6017,-0.0051962,1.2808,-1.92,0,9.2738e-16
1.0371,1.4952,6.8623e-18,1.2808,-1.92,0,9.2738e-16
1.0346,1.4935,0.0051962,1.2808,-1.92,0,9.2738e-16
1.0296,1.4902,0.0051962,1.2808,-1.92,0,9.2738e-16
1.0272,1.4885,8.8928e-18,1.2808,-1.92,0,9.2738e-16
1.0296,1.4902,-0.0051962,1.2808,-1.92,0,9.2738e-16
1.0346,1.4935,-0.0051962,1.2808,-1.92,0,9.2738e-16
0.9625,1.6017,-0.0051962,1.2808,-1.92,0,9.2738e-16
0.9575,1.5983,-0.0051962,1.2808,-1.92,0,9.2738e-16
0.95501,1.5967,1.3827e-18,1.2808,-1.92,0,9.2738e-16
0.9575,1.5983,0.0051962,1.2808,-1.92,0,9.2738e-16
0.9625,1.6017,0.0051962,1.2808,-1.92,0,9.2738e-16
0.96499,1.6033,-6.4789e-19,1.2808,-1.92,0,9.2738e-16
1.071,1.4336,1.1554e-17,1.2808,-1.92,0,9.2738e-16
1.0155,1.4808,9.6698e-18,1.2808,-1.92,0,9.2738e-16
1.0238,1.4863,-0.017321,1.2808,-1.92,0,9.2738e-16
1.0405,1.4974,-0.017321,1.2808,-1.92,0,9.2738e-16
1.0488,1.503,2.9012e-18,1.2808,-1.92,0,9.2738e-16
1.0405,1.4974,0.017321,1.2808,-1.92,0,9.2738e-16
1.0238,1.4863,0.017321,1.2808,-1.92,0,9.2738e-16
1.3435,1.4864,7.7431e-18,1.2808,-2.56,0,-4.5013e-13
1.2854,1.6027,-6.251e-19,1.2808,-2.56,0,-4.5013e-13
1.3408,1.4851,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2827,1.6013,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3355,1.4824,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2773,1.5987,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3328,1.4811,9.728e-18,1.2808,-2.56,0,-4.5013e-13
1.2746,1.5973,1.3599e-18,1.2808,-2.56,0,-4.5013e-13
1.3355,1.4824,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2773,1.5987,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3408,1.4851,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2827,1.6013,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3435,1.4864,7.7431e-18,1.2808,-2.56,0,-4.5013e-13
1.3408,1.4851,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3355,1.4824,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3328,1.4811,9.728e-18,1.2808,-2.56,0,-4.5013e-13
1.3355,1.4824,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.3408,1.4851,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2827,1.6013,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2773,1.5987,-0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2746,1.5973,1.3599e-18,1.2808,-2.56,0,-4.5013e-13
1.2773,1.5987,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2827,1.6013,0.0051962,1.2808,-2.56,0,-4.5013e-13
1.2854,1.6027,-6.251e-19,1.2808,-2.56,0,-4.5013e-13
1.3695,1.4211,1.2874e-17,1.2808,-2.56,0,-4.5013e-13
1.3203,1.4748,1.0452e-17,1.2808,-2.56,0,-4.5013e-13
1.3292,1.4793,-0.017321,1.2808,-2.56,0,-4.5013e-13
1.3471,1.4882,-0.017321,1.2808,-2.56,0,-4.5013e-13
1.3561,1.4927,3.8352e-18,1.2808,-2.56,0,-4.5013e-13
1.3471,1.4882,0.017321,1.2808,-2.56,0,-4.5013e-13
1.3292,1.4793,0.017321,1.2808,-2.56,0,-4.5013e-13
1.6539,1.4815,8.3155e-18,1.2808,-3.2,0,-1.5072e-10
1.6056,1.6022,-6.085e-19,1.2808,-3.2,0,-1.5072e-10
1.6511,1.4804,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6028,1.6011,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6455,1.4782,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.5972,1.5989,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6427,1.4771,1.0267e-17,1.2808,-3.2,0,-1.5072e-10
1.5944,1.5978,1.3433e-18,1.2808,-3.2,0,-1.5072e-10
1.6455,1.4782,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.5972,1.5989,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6511,1.4804,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6028,1.6011,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6539,1.4815,8.3155e-18,1.2808,-3.2,0,-1.5072e-10
1.6511,1.4804,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6455,1.4782,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6427,1.4771,1.0267e-17,1.2808,-3.2,0,-1.5072e-10
1.6455,1.4782,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6511,1.4804,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6028,1.6011,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.5972,1.5989,-0.0051962,1.2808,-3.2,0,-1.5072e-10
1.5944,1.5978,1.3433e-18,1.2808,-3.2,0,-1.5072e-10
1.5972,1.5989,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6028,1.6011,0.0051962,1.2808,-3.2,0,-1.5072e-10
1.6056,1.6022,-6.085e-19,1.2808,-3.2,0,-1.5072e-10
1.6743,1.4143,1.3729e-17,1.2808,-3.2,0,-1.5072e-10
1.6297,1.4719,1.0952e-17,1.2808,-3.2,0,-1.5072e-10
1.639,1.4756,-0.017321,1.2808,-3.2,0,-1.5072e-10
1.6576,1.483,-0.017321,1.2808,-3.2,0,-1.5072e-10
1.6669,1.4867,4.4464e-18,1.2808,-3.2,0,-1.5072e-10
1.6576,1.483,0.017321,1.2808,-3.2,0,-1.5072e-10
1.639,1.4756,0.017321,1.2808,-3.2,0,-1.5072e-10
1.9668,1.4786,8.7115e-18,1.2808,-3.84,0,-1.1588e-09
1.9257,1.6019,-5.9613e-19,1.2808,-3.84,0,-1.1588e-09
1.964,1.4776,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9228,1.6009,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9583,1.4757,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9172,1.5991,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9554,1.4748,1.0639e-17,1.2808,-3.84,0,-1.1588e-09
1.9143,1.5981,1.3309e-18,1.2808,-3.84,0,-1.1588e-09
1.9583,1.4757,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9172,1.5991,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.964,1.4776,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9228,1.6009,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9668,1.4786,8.7115e-18,1.2808,-3.84,0,-1.1588e-09
1.964,1.4776,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9583,1.4757,0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9554,1.4748,1.0639e-17,1.2808,-3.84,0,-1.1588e-09
1.9583,1.4757,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.964,1.4776,-0.0051962,1.2808,-3.84,0,-1.1588e-09
1.9228,1.6009,-0.0051962,1.2808,-3.84,0,-1.1588e-09
